	tweet_id	rating_numerator	rating_denominator
178	852553447878664193	13.0	10.0
179	852311364735569921	13.0	10.0
180	852226086759018497	14.0	10.0
181	852189679701164033	12.0	10.0
182	851591660324737024	11.0	10.0
183	851464819735769094	14.0	10.0
184	851224888060895234	13.0	10.0
185	850753642995093505	11.0	10.0
186	850380195714523136	13.0	10.0
187	850333567704068097	13.0	10.0
188	850145622816686080	11.0	10.0
189	850019790995546112	12.0	10.0
190	849776966551130114	12.0	10.0
191	849412302885593088	12.0	10.0
192	849336543269576704	11.0	10.0
193	849051919805034497	13.0	10.0
194	848690551926992896	12.0	10.0
195	848324959059550208	12.0	10.0
196	848213670039564288	11.0	10.0
197	848212111729840128	6.0	10.0
198	847962785489326080	10.0	10.0
199	847842811428974592	12.0	10.0
200	847617282490613760	13.0	10.0
201	847606175596138505	12.0	10.0
202	847251039262605312	12.0	10.0
203	847157206088847362	11.0	10.0
204	847116187444137987	11.0	10.0
205	846874817362120707	13.0	10.0
206	846514051647705089	13.0	10.0
207	846505985330044928	11.0	10.0
208	846153765933735936	13.0	10.0
209	846139713627017216	13.0	10.0
210	846042936437604353	12.0	10.0
211	845812042753855489	13.0	10.0
212	845677943972139009	12.0	10.0
213	845397057150107648	13.0	10.0
214	845306882940190720	12.0	10.0
215	844979544864018432	13.0	10.0
216	844973813909606400	12.0	10.0
217	844704788403113984	13.0	10.0
218	844580511645339650	11.0	10.0
219	844223788422217728	12.0	10.0
220	843981021012017153	13.0	10.0
221	843856843873095681	12.0	10.0
222	843604394117681152	11.0	10.0
223	843235543001513987	13.0	10.0
224	842846295480000512	13.0	10.0
225	842765311967449089	12.0	10.0
226	842535590457499648	13.0	10.0
227	842163532590374912	12.0	10.0
228	842115215311396866	12.0	10.0
229	841680585030541313	12.0	10.0
230	841439858740625411	14.0	10.0
231	841320156043304961	12.0	10.0
232	841314665196081154	13.0	10.0
233	841077006473256960	12.0	10.0
234	840698636975636481	10.0	10.0
235	840696689258311684	10.0	10.0
236	840632337062862849	12.0	10.0
237	840370681858686976	13.0	10.0
238	840268004936019968	12.0	10.0
239	839990271299457024	13.0	10.0
240	839549326359670784	12.0	10.0
241	839239871831150596	13.0	10.0
242	838952994649550848	13.0	10.0
243	838921590096166913	13.0	10.0
244	838561493054533637	13.0	10.0
245	838476387338051585	13.0	10.0
246	838150277551247360	182.0	10.0
247	838085839343206401	15.0	10.0
248	838083903487373313	13.0	10.0
249	837820167694528512	12.0	10.0
250	837482249356513284	13.0	10.0
251	837471256429613056	12.0	10.0
252	837366284874571778	13.0	10.0
253	837110210464448512	13.0	10.0
254	836989968035819520	12.0	10.0
255	836753516572119041	12.0	10.0
256	836677758902222849	11.0	10.0
257	836380477523124226	12.0	10.0
258	836260088725786625	13.0	10.0
259	836001077879255040	13.0	10.0
260	835574547218894849	11.0	10.0
261	835297930240217089	12.0	10.0
262	835264098648616962	12.0	10.0
263	835246439529840640	960.0	0.0
264	835172783151792128	12.0	10.0
265	835152434251116546	0.0	10.0
266	834931633769889797	12.0	10.0
267	834786237630337024	13.0	10.0
268	834574053763584002	13.0	10.0
269	834458053273591808	12.0	10.0
270	834209720923721728	12.0	10.0
271	834167344700198914	11.0	10.0
272	834089966724603904	10.0	10.0
273	834086379323871233	12.0	10.0
274	833863086058651648	12.0	10.0
275	833826103416520705	13.0	10.0
276	833722901757046785	13.0	10.0
277	833479644947025920	13.0	10.0
278	833124694597443584	12.0	10.0
279	832998151111966721	13.0	10.0
280	832757312314028032	13.0	10.0
281	832682457690300417	13.0	10.0
282	832645525019123713	10.0	10.0
283	832636094638288896	12.0	10.0
284	832397543355072512	12.0	10.0
285	832369877331693569	11.0	10.0
286	832273440279240704	14.0	10.0
287	832088576586297345	11.0	15.0
288	832032802820481025	12.0	10.0
289	831939777352105988	12.0	10.0
290	831926988323639298	12.0	10.0
291	831911600680497154	14.0	10.0
292	831670449226514432	13.0	10.0
293	831650051525054464	13.0	10.0
294	831552930092285952	13.0	10.0
295	831322785565769729	12.0	10.0
296	831315979191906304	13.0	10.0
297	831309418084069378	12.0	10.0
298	831262627380748289	12.0	10.0
299	830956169170665475	12.0	10.0
300	830583320585068544	13.0	10.0
301	830097400375152640	13.0	10.0
302	829861396166877184	12.0	10.0
303	829501995190984704	12.0	10.0
304	829449946868879360	11.0	10.0
305	829374341691346946	13.0	10.0
306	829141528400556032	12.0	10.0
307	829011960981237760	13.0	10.0
308	828770345708580865	13.0	10.0
309	828708714936930305	10.0	10.0
310	828650029636317184	14.0	10.0
311	828409743546925057	12.0	10.0
312	828408677031882754	12.0	10.0
313	828381636999917570	14.0	10.0
314	828376505180889089	13.0	10.0
315	828372645993398273	12.0	10.0
316	828361771580813312	12.0	10.0
317	828046555563323392	13.0	10.0
318	828011680017821696	11.0	10.0
319	827933404142436356	12.0	10.0
320	827653905312006145	12.0	10.0
321	827600520311402496	13.0	10.0
322	827324948884643840	12.0	10.0
323	827199976799354881	13.0	10.0
324	826958653328592898	12.0	10.0
325	826848821049180160	13.0	10.0
326	826598799820865537	7.0	10.0
327	826598365270007810	13.0	10.0
328	826476773533745153	12.0	10.0
329	826240494070030336	11.0	10.0
330	826204788643753985	13.0	10.0
331	826115272272650244	13.0	10.0
332	825876512159186944	11.0	10.0
333	825829644528148480	12.0	10.0
334	825535076884762624	14.0	10.0
335	825147591692263424	13.0	10.0
336	825026590719483904	12.0	10.0
337	824775126675836928	12.0	10.0
338	824663926340194305	13.0	10.0
339	824325613288833024	13.0	10.0
340	824297048279236611	11.0	10.0
341	824025158776213504	14.0	10.0
342	823939628516474880	12.0	10.0
343	823699002998870016	12.0	10.0
344	823581115634085888	11.0	10.0
345	823333489516937216	13.0	10.0
346	823322678127919110	11.0	10.0
347	822975315408461824	12.0	10.0
348	822872901745569793	13.0	10.0
349	822859134160621569	12.0	10.0
350	822610361945911296	12.0	10.0
351	822489057087389700	13.0	10.0
352	822462944365645825	14.0	10.0
353	822244816520155136	11.0	10.0
354	821886076407029760	13.0	10.0
355	821765923262631936	13.0	10.0
356	821522889702862852	13.0	10.0
357	821407182352777218	14.0	10.0
358	821153421864615936	13.0	10.0
359	821149554670182400	12.0	10.0
360	821107785811234820	11.0	10.0
361	821044531881721856	12.0	10.0
362	820749716845686786	13.0	10.0
363	820690176645140481	84.0	70.0
364	820314633777061888	14.0	10.0
365	820078625395449857	12.0	10.0
366	819952236453363712	13.0	10.0
367	819924195358416896	11.0	10.0
368	819711362133872643	11.0	10.0
369	819588359383371776	13.0	10.0
370	819347104292290561	12.0	10.0
371	819238181065359361	10.0	10.0
372	819227688460238848	12.0	10.0
373	819006400881917954	14.0	10.0
374	819004803107983360	14.0	10.0
375	818627210458333184	13.0	10.0
376	818614493328580609	12.0	10.0
377	818536468981415936	11.0	10.0
378	818259473185828864	12.0	10.0
379	818145370475810820	11.0	10.0
380	817908911860748288	12.0	10.0
381	817827839487737858	13.0	10.0
382	817777686764523521	13.0	10.0
383	817536400337801217	12.0	10.0
384	817423860136083457	13.0	10.0
385	817415592588222464	11.0	10.0
386	817171292965273600	13.0	10.0
387	817120970343411712	13.0	10.0
388	817056546584727552	11.0	10.0
389	816816676327063552	12.0	10.0
390	816697700272001025	12.0	10.0
391	816450570814898180	13.0	10.0
392	816336735214911488	11.0	10.0
393	816091915477250048	12.0	10.0
394	815990720817401858	11.0	10.0
395	815966073409433600	13.0	10.0
396	815736392542261248	11.0	10.0
397	815639385530101762	12.0	10.0
398	815390420867969024	13.0	10.0
399	814986499976527872	11.0	10.0
400	814638523311648768	12.0	10.0
401	814530161257443328	12.0	10.0
402	814153002265309185	12.0	10.0
403	813910438903693312	11.0	10.0
404	813812741911748608	14.0	10.0
405	813800681631023104	12.0	10.0
406	813217897535406080	13.0	10.0
407	813202720496779264	11.0	10.0
408	813187593374461952	13.0	10.0
409	813172488309972993	12.0	10.0
410	813157409116065792	12.0	10.0
411	813142292504645637	13.0	10.0
412	813130366689148928	12.0	10.0
413	813127251579564032	11.0	10.0
414	813112105746448384	12.0	10.0
415	813096984823349248	11.0	10.0
416	813081950185472002	11.0	10.0
417	813066809284972545	12.0	10.0
418	813051746834595840	13.0	10.0
419	812781120811126785	10.0	10.0
420	812709060537683968	12.0	10.0
421	812503143955202048	13.0	10.0
422	812466873996607488	12.0	10.0
423	812372279581671427	13.0	10.0
424	811985624773361665	11.0	10.0
425	811744202451197953	13.0	10.0
426	811647686436880384	11.0	10.0
427	811627233043480576	10.0	10.0
428	811386762094317568	11.0	10.0
429	810984652412424192	24.0	7.0
430	810896069567610880	11.0	10.0
431	810657578271330305	11.0	10.0
432	810284430598270976	13.0	10.0
433	810254108431155201	12.0	10.0
434	809920764300447744	10.0	10.0
435	809448704142938112	12.0	10.0
436	809220051211603969	12.0	10.0
437	809084759137812480	11.0	10.0
438	808838249661788160	13.0	10.0
439	808733504066486276	12.0	10.0
440	808501579447930884	12.0	10.0
441	808344865868283904	11.0	10.0
442	808106460588765185	12.0	10.0
443	808001312164028416	12.0	10.0
444	807621403335917568	14.0	10.0
445	807106840509214720	13.0	10.0
446	807010152071229440	12.0	10.0
447	806629075125202948	13.0	10.0
448	806576416489959424	13.0	10.0
449	806542213899489280	11.0	10.0
450	806219024703037440	11.0	10.0
451	805932879469572096	12.0	10.0
452	805826884734976000	12.0	10.0
453	805520635690676224	13.0	10.0
454	805487436403003392	12.0	10.0
455	805207613751304193	12.0	10.0
456	804738756058218496	12.0	10.0
457	804475857670639616	13.0	10.0
458	804026241225523202	13.0	10.0
459	803773340896923648	12.0	10.0
460	803638050916102144	13.0	10.0
461	803380650405482500	12.0	10.0
462	803276597545603072	11.0	10.0
463	802952499103731712	12.0	10.0
464	802600418706604034	11.0	10.0
465	802572683846291456	12.0	10.0
466	802323869084381190	13.0	10.0
467	802265048156610565	11.0	10.0
468	802239329049477120	12.0	10.0
469	801958328846974976	12.0	10.0
470	801854953262350336	11.0	10.0
471	801538201127157760	12.0	10.0
472	801285448605831168	10.0	10.0
473	801167903437357056	13.0	10.0
474	801115127852503040	12.0	10.0
475	800859414831898624	11.0	10.0
476	800751577355128832	12.0	10.0
477	800513324630806528	11.0	10.0
478	800459316964663297	12.0	10.0
479	800388270626521089	12.0	10.0
480	800141422401830912	13.0	10.0
481	800018252395122689	11.0	10.0
482	799757965289017345	13.0	10.0
483	799422933579902976	12.0	10.0
484	799297110730567681	11.0	10.0
485	799063482566066176	11.0	10.0
486	798933969379225600	12.0	10.0
487	798925684722855936	11.0	10.0
488	798209839306514432	13.0	10.0
489	797971864723324932	12.0	10.0
490	797545162159308800	12.0	10.0
491	797236660651966464	12.0	10.0
492	797165961484890113	11.0	10.0
493	796865951799083009	12.0	10.0
494	796759840936919040	11.0	10.0
495	796484825502875648	12.0	10.0
496	796387464403357696	12.0	10.0
497	796149749086875649	11.0	10.0
498	796125600683540480	13.0	10.0
499	796116448414461957	11.0	10.0
500	796080075804475393	12.0	10.0
501	796031486298386433	13.0	10.0
502	795464331001561088	13.0	10.0
503	795400264262053889	12.0	10.0
504	795076730285391872	11.0	10.0
505	794926597468000259	12.0	10.0
506	794332329137291264	12.0	10.0
507	794205286408003585	14.0	10.0
508	793962221541933056	12.0	10.0
509	793845145112371200	13.0	10.0
510	793601777308463104	12.0	10.0
511	793500921481273345	12.0	10.0
512	793286476301799424	13.0	10.0
513	793271401113350145	12.0	10.0
514	793256262322548741	12.0	10.0
515	793241302385262592	13.0	10.0
516	793226087023144960	11.0	10.0
517	793210959003287553	10.0	10.0
518	793195938047070209	12.0	10.0
519	793180763617361921	11.0	10.0
520	793165685325201412	12.0	10.0
521	793150605191548928	11.0	10.0
522	793135492858580992	13.0	10.0
523	793120401413079041	11.0	10.0
524	792913359805018113	13.0	10.0
525	792883833364439040	12.0	10.0
526	792773781206999040	12.0	10.0
527	792394556390137856	12.0	10.0
528	792050063153438720	11.0	10.0
529	791774931465953280	14.0	10.0
530	791672322847637504	13.0	10.0
531	791406955684368384	12.0	10.0
532	791312159183634433	12.0	10.0
533	790987426131050500	12.0	10.0
534	790946055508652032	12.0	10.0
535	790698755171364864	12.0	10.0
536	790581949425475584	11.0	10.0
537	790337589677002753	12.0	10.0
538	790277117346975746	11.0	10.0
539	789986466051088384	12.0	10.0
540	789903600034189313	13.0	10.0
541	789628658055020548	13.0	10.0
542	789599242079838210	12.0	10.0
543	789530877013393408	12.0	10.0
544	789314372632018944	13.0	10.0
545	789268448748703744	10.0	10.0
546	789137962068021249	12.0	10.0
547	788908386943430656	11.0	10.0
548	788765914992902144	12.0	10.0
549	788412144018661376	11.0	10.0
550	788178268662984705	13.0	10.0
551	788150585577050112	13.0	10.0
552	788039637453406209	12.0	10.0
553	787810552592695296	11.0	10.0
554	787717603741622272	13.0	10.0
555	787397959788929025	11.0	10.0
556	787322443945877504	10.0	10.0
557	786963064373534720	12.0	10.0
558	786709082849828864	75.0	10.0
559	786664955043049472	12.0	10.0
560	786595970293370880	11.0	10.0
561	786363235746385920	13.0	10.0
562	786286427768250368	12.0	10.0
563	786233965241827333	11.0	10.0
564	786051337297522688	13.0	10.0
565	785927819176054784	12.0	10.0
566	785872687017132033	12.0	10.0
567	785639753186217984	10.0	10.0
568	785533386513321988	11.0	10.0
569	785515384317313025	10.0	10.0
570	785264754247995392	12.0	10.0
571	785170936622350336	11.0	10.0
572	784826020293709826	13.0	10.0
573	784517518371221505	11.0	10.0
574	784431430411685888	12.0	10.0
575	784183165795655680	12.0	10.0
576	784057939640352768	12.0	10.0
577	783839966405230592	13.0	10.0
578	783821107061198850	12.0	10.0
579	783695101801398276	12.0	10.0
580	783466772167098368	11.0	10.0
581	783391753726550016	13.0	10.0
582	783334639985389568	12.0	10.0
583	783085703974514689	11.0	10.0
584	782969140009107456	12.0	10.0
585	782747134529531904	11.0	10.0
586	782722598790725632	10.0	10.0
587	782598640137187329	11.0	10.0
588	782305867769217024	12.0	10.0
589	781955203444699136	11.0	10.0
590	781661882474196992	5.0	10.0
591	781655249211752448	11.0	10.0
592	781524693396357120	12.0	10.0
593	781308096455073793	12.0	10.0
594	781251288990355457	11.0	10.0
595	781163403222056960	10.0	10.0
596	780931614150983680	13.0	10.0
597	780858289093574656	10.0	10.0
598	780800785462489090	11.0	10.0
599	780601303617732608	12.0	10.0
600	780543529827336192	12.0	10.0
601	780459368902959104	11.0	10.0
602	780192070812196864	11.0	10.0
603	780074436359819264	10.0	10.0
604	779834332596887552	11.0	10.0
605	779377524342161408	12.0	10.0
606	779123168116150273	12.0	10.0
607	779056095788752897	13.0	10.0
608	778990705243029504	11.0	10.0
609	778764940568104960	13.0	10.0
610	778748913645780993	11.0	10.0
611	778650543019483137	10.0	10.0
612	778624900596654080	11.0	10.0
613	778408200802557953	14.0	10.0
614	778383385161035776	13.0	10.0
615	778286810187399168	11.0	10.0
616	778039087836069888	12.0	10.0
617	778027034220126208	27.0	10.0
618	777885040357281792	3.0	10.0
619	777684233540206592	12.0	10.0
620	777621514455814149	12.0	10.0
621	777189768882946048	12.0	10.0
622	776813020089548800	12.0	10.0
623	776477788987613185	11.0	10.0
624	776218204058357768	13.0	10.0
625	776201521193218049	10.0	10.0
626	776113305656188928	11.0	10.0
627	776088319444877312	10.0	10.0
628	775842724423557120	12.0	10.0
629	775733305207554048	11.0	10.0
630	775729183532220416	13.0	10.0
631	775364825476165632	11.0	10.0
632	775350846108426240	12.0	10.0
633	775085132600442880	13.0	10.0
634	774757898236878852	12.0	10.0
635	774639387460112384	10.0	10.0
636	774314403806253056	14.0	10.0
637	773985732834758656	11.0	10.0
638	773922284943896577	12.0	10.0
639	773704687002451968	12.0	10.0
640	773670353721753600	10.0	10.0
641	773547596996571136	11.0	10.0
642	773308824254029826	12.0	10.0
643	773247561583001600	10.0	10.0
644	773191612633579521	12.0	10.0
645	772877495989305348	11.0	10.0
646	772826264096874500	11.0	10.0
647	772581559778025472	10.0	10.0
648	772193107915964416	12.0	10.0
649	772152991789019136	10.0	10.0
650	772117678702071809	12.0	10.0
651	772114945936949249	10.0	10.0
652	772102971039580160	11.0	10.0
653	771908950375665664	13.0	10.0
654	771770456517009408	11.0	10.0
655	771500966810099713	12.0	10.0
656	771380798096281600	11.0	10.0
657	771136648247640064	11.0	10.0
658	771102124360998913	12.0	10.0
659	771014301343748096	7.0	10.0
660	770787852854652928	10.0	10.0
661	770772759874076672	11.0	10.0
662	770655142660169732	11.0	10.0
663	770414278348247044	11.0	10.0
664	770293558247038976	10.0	10.0
665	770069151037685760	10.0	10.0
666	769940425801170949	12.0	10.0
667	769695466921623552	13.0	10.0
668	769212283578875904	12.0	10.0
669	768970937022709760	12.0	10.0
670	768855141948723200	11.0	10.0
671	768609597686943744	10.0	10.0
672	768596291618299904	12.0	10.0
673	768473857036525572	11.0	10.0
674	768193404517830656	8.0	10.0
675	767884188863397888	10.0	10.0
676	767754930266464257	11.0	10.0
677	767500508068192258	12.0	10.0
678	767191397493538821	13.0	10.0
679	767122157629476866	13.0	10.0
680	766793450729734144	10.0	10.0
681	766714921925144576	13.0	10.0
682	766693177336135680	11.0	10.0
683	766423258543644672	9.0	10.0
684	766313316352462849	12.0	10.0
685	766069199026450432	12.0	10.0
686	766008592277377025	11.0	10.0
687	765719909049503744	12.0	10.0
688	765669560888528897	12.0	10.0
689	765395769549590528	13.0	10.0
690	765371061932261376	11.0	10.0
691	765222098633691136	10.0	10.0
692	764857477905154048	12.0	10.0
693	764259802650378240	10.0	10.0
694	763956972077010945	12.0	10.0
695	763837565564780549	11.0	10.0
696	763183847194451968	8.0	10.0
697	763103485927849985	10.0	10.0
698	762699858130116608	11.0	10.0
699	762471784394268675	12.0	10.0
700	762464539388485633	12.0	10.0
701	762316489655476224	11.0	10.0
702	762035686371364864	14.0	10.0
703	761976711479193600	12.0	10.0
704	761745352076779520	11.0	10.0
705	761672994376806400	10.0	10.0
706	761599872357261312	11.0	10.0
707	761334018830917632	10.0	10.0
708	761292947749015552	11.0	10.0
709	761227390836215808	10.0	10.0
710	761004547850530816	11.0	10.0
711	760893934457552897	11.0	10.0
712	760656994973933572	11.0	10.0
713	760641137271070720	12.0	10.0
714	760539183865880579	12.0	10.0
715	760521673607086080	12.0	10.0
716	760290219849637889	13.0	10.0
717	760252756032651264	4.0	10.0
718	760190180481531904	10.0	10.0
719	759943073749200896	12.0	10.0
720	759923798737051648	10.0	10.0
721	759846353224826880	11.0	10.0
722	759793422261743616	12.0	10.0
723	759557299618865152	10.0	10.0
724	759447681597108224	11.0	10.0
725	759446261539934208	10.0	10.0
726	759197388317847553	12.0	10.0
727	759099523532779520	7.0	10.0
728	759047813560868866	11.0	10.0
729	758854675097526272	11.0	10.0
730	758828659922702336	13.0	10.0
731	758740312047005698	12.0	10.0
732	758474966123810816	11.0	10.0
733	758467244762497024	165.0	150.0
734	758405701903519748	10.0	10.0
735	758355060040593408	11.0	10.0
736	758099635764359168	13.0	10.0
737	758041019896193024	9.0	10.0
738	757741869644341248	10.0	10.0
739	757725642876129280	11.0	10.0
740	757611664640446465	12.0	10.0
741	757596066325864448	4.0	10.0
742	757400162377592832	13.0	10.0
743	757393109802180609	10.0	10.0
744	757354760399941633	8.0	10.0
745	756998049151549440	11.0	10.0
746	756939218950160384	12.0	10.0
747	756651752796094464	11.0	10.0
748	756526248105566208	13.0	10.0
749	756303284449767430	11.0	10.0
750	756288534030475264	12.0	10.0
751	756275833623502848	10.0	10.0
752	755955933503782912	12.0	10.0
753	755206590534418437	14.0	10.0
754	755110668769038337	13.0	10.0
755	754856583969079297	11.0	10.0
756	754747087846248448	12.0	10.0
757	754482103782404096	10.0	10.0
758	754449512966619136	11.0	10.0
759	754120377874386944	10.0	10.0
760	754011816964026368	12.0	10.0
761	753655901052166144	10.0	10.0
762	753420520834629632	11.0	10.0
763	753398408988139520	12.0	10.0
764	753375668877008896	8.0	10.0
765	753294487569522689	11.0	10.0
766	753039830821511168	13.0	10.0
767	753026973505581056	10.0	10.0
768	752932432744185856	12.0	10.0
769	752917284578922496	11.0	10.0
770	752682090207055872	10.0	10.0
771	752660715232722944	10.0	10.0
772	752568224206688256	9.0	10.0
773	752519690950500352	11.0	10.0
774	752334515931054080	8.0	10.0
775	752173152931807232	12.0	10.0
776	751950017322246144	13.0	10.0
777	751937170840121344	11.0	10.0
778	751830394383790080	12.0	10.0
779	751793661361422336	11.0	10.0
780	751598357617971201	13.0	10.0
781	751583847268179968	5.0	10.0
782	751538714308972544	10.0	10.0
783	751456908746354688	12.0	10.0
784	751251247299190784	10.0	10.0
785	751205363882532864	12.0	10.0
786	751132876104687617	10.0	10.0
787	750868782890057730	11.0	10.0
788	750719632563142656	12.0	10.0
789	750506206503038976	8.0	10.0
790	750429297815552001	12.0	10.0
791	750383411068534784	9.0	10.0
792	750381685133418496	13.0	10.0
793	750147208377409536	13.0	10.0
794	750132105863102464	11.0	10.0
795	750117059602808832	10.0	10.0
796	750101899009982464	11.0	10.0
797	750086836815486976	12.0	10.0
798	750071704093859840	10.0	10.0
799	750056684286914561	11.0	10.0
800	750041628174217216	13.0	10.0
801	750026558547456000	10.0	10.0
802	750011400160841729	11.0	10.0
803	749996283729883136	12.0	10.0
804	749981277374128128	1776.0	10.0
805	749774190421639168	12.0	10.0
806	749417653287129088	11.0	10.0
807	749403093750648834	10.0	10.0
808	749395845976588288	10.0	10.0
809	749317047558017024	12.0	10.0
810	749075273010798592	11.0	10.0
811	749064354620928000	11.0	10.0
812	749036806121881602	8.0	10.0
813	748977405889503236	10.0	10.0
814	748932637671223296	13.0	10.0
815	748705597323898880	13.0	10.0
816	748699167502000129	11.0	10.0
817	748692773788876800	10.0	10.0
818	748575535303884801	6.0	10.0
